ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Sense_IDs
XV001058,nqn,Ps ägnänser selemiwan bene ydarngr.,,,There is a hole in the towel.,,,SN001069 ; SN003519
XV001059,nqn,Yadma ymabem ydart.,,,They (two) ares crushing the louse.,,,SN001071
XV001060,nqn,Yadma ymam ydane,,,He is crushing the louse.,,,SN001071
XV001061,nqn,Bm yadma tdar!,,,Crush the louse!,,,SN001071
XV001062,nqn,Nu ws ydarndn.,,,I broke the bottle open.,,,SN001072 ; SN003055
XV001063,nqn,Ag wai ydarndn.,,,I broke the coconut open.,,,SN001072
XV001064,nqn,Tande kaep got ydarndn naepngama.,,,I cut my leg bone open with a knife.,,,SN001072
XV001065,nqn,Yӓdӓran.,,,I broke two.,,,SN001072
XV001066,nqn,Yӓdӓrndn.,,,I broke three.,,,SN001072
XV001067,nqn,Ynd terber tngdanan.,,,I broke many.,,,SN001072
XV001068,nqn,Amni togam amni kp ydarnda.,,,The bird hatched (lit. they bird broke open the birds' egg).,,,SN001072
XV001069,nqn,"ynd kmangre näkmetamam, edne är tuba wriba das niparwe Dimsisingama, agmst.",,,"We were getting ready to go to sleep, when a man turned up from Dimsisi, drunk from tuba, to fight.",,,SN001077
XV001070,nqn,dasi är,,,West Papuan,,,SN001080
XV001071,nqn,"Nik Dasi ärbende zi mete ym, ynadbnan yna dasi ärba nawarmanetandt a dene yawakingr.",,,"Nick knows the Malay/Indonesian language, that's why he's got his arms around the two West Papuan men and they're standing like that.",,,SN001081
XV001072,nqn,Tapapn dbn ym.,,,It's my fault.,,,SN001084
XV001073,nqn,Ynd skr dbn mne wm.,,,I come from the base of the skr palm.,,,SN001085
XV001074,nqn,Grmbo yakingr sémb dbnan.,,,Grmbo is standing beside the sémb tree.,,,SN001085 ; SN004007
XV001075,nqn,Yna dbnan ynd bm yӓnwanmandn.,,,This is the reason I called you.,,,SN001086
XV001076,nqn,Dbn nen ym?,,,Why? What's the reason?,,,SN001086
XV001077,nqn,Nne dbnan eso kitong.,,,Thankyou for the food.,,,SN001086
XV001078,nqn,Maekusa yergb dbnama nnelawanda Zerit.,,,It came through the mouth of the Maekusa up to Zeri.,,,SN001087 ; SN005691
XV001079,nqn,Nneta dbnan eso kitong.,,,Thankyou for the yam.,,,SN001089
XV001080,nqn,Amzmne kitarakitara tondn toge nernenda mlegände wing̅sdbnan.,,,The boy is hiding behind a chair so the girl can't see him.,,,SN001089
XV001081,nqn,"Ynd tande mleg bӓ gnarama, de bm wnde bende mleg geӓ qnarama.",,,"I'll give you my sister, if you promise me your sister in return.",,,SN001092 ; SN001605 ; SN005400
XV001082,nqn,"Ynd ynakingr togetogeyӓba ӓr anupapn, de mӓrngama gba nnang̅tam.",,,"This is me standing with the kids at the male bathing place, when we were coming back from Mӓr.",,,SN001092 ; SN001589
XV001083,nqn,"Plesama däwämtete, Bugr de ä narmbwe mng̅ kunzt.",,,"The food was altready put out, when Bugr went up into the house.",,,SN001093
XV001084,nqn,De toge tnane!,,,Bring the baby later! (Eg if a woman is preparing food and asks someone else to bring the baby),,,SN001094
XV001085,nqn,Bm de powa knwaet!,,,You can come later (others are proceeding now).,,,SN001094
XV001086,nqn,Ynd nne yési geӓ dibingn ynd mng̅t debӓ nnang̅tan.,,,After I have finished planting yams I will go home.,,,SN001096
XV001087,nqn,tande dede,,,my father,,,SN001097
XV001088,nqn,"Yétqén yao ym, dedabem yao dnawapaptawt.",,,"It doesn't have a name, our parents didn't teach us (its name).",,,SN001098
XV001089,nqn,Ynd tande ägmser äräba kiwing̅m dég̅dég̅an wrng endn.,,,I accidentally met my enemy on a bush track.,,,SN001100
XV001090,nqn,Trmb dég̅én yäbäte.,,,"(The tree) is about to have new flowers, it's in bud.",,,SN001102
XV001091,nqn,Zänände dég̅én nawangnda zänände pemkpan.,,,The dog's penis (??) the female dog's vagina.,,,SN001103
XV001092,nqn,meyang dég̅én-dég̅éen,,,handle of bull-roarer,,,SN001104
XV001093,nqn,wurir dég̅éndég̅én,,,sorubgubg stucj ub oug trao,,,SN001104
XV001094,nqn,traus démbdémb,,,short trousers,,,SN001108
XV001095,nqn,Parwae nngrate de.,,,The wallaby is looking that way.,,,SN001114
XV001096,nqn,"Te yakate gsou, natambne, ynadbnan gerngeräm den yramte, dga paepn nämtenda?",,,"Can you see him there? He's confused, because he is shivering over there, where has he ended up?",,,SN001114
XV001097,nqn,(Bm) denan knngm!,,,Go now!,,,SN001115
XV001098,nqn,Denan knm!,,,Come now!,,,SN001115
XV001099,nqn,Denan taendangand!,,,Immediately take a step forward and start crossing now!,,,SN001115
XV001100,nqn,Dénd mng̅ kunz apa zég̅ banbanan narae.,,,A beetle is moving around on the ceiling of the house.,,,SN001116
XV001101,nqn,"ag dénd, bi dénd",,,"coconut noisemaker, sago bullroarer",,,SN001117
XV001102,nqn,Dene mer bä ym?,,,Is it good like this?,,,SN001126
XV001103,nqn,Wn dene trar!,,,Bend the stick like this!,,,SN001126
XV001104,nqn,"Snamb togetoge bende yngm? Tande dene togetoge yngm, widmatand a widmatand.",,,"How many children do you have? I have this many children (showing two hands with extended fingers), ten.",,,SN001126
XV001105,nqn,Pan parwae dene kitong ba ym?,,,How big was the wallaby?,,,SN001127
XV001106,nqn,Nu dene gumbsgi ym qékiwan?,,,"How deep is the water in your container, how much water do you hvae in your container?",,,SN001128
XV001107,nqn,Dene kitong aba ym?,,,How big was it?,,,SN001129
XV001108,nqn,Dene kitong ym nu qékiwan? Nu kitong ymn qékiwan.,,,How much water is there (in the container)? There's a lot of water.,,,SN001129
XV001109,nqn,Dene kitong bende kkp nuwäm ygmenda?,,,How much of your garden was destroyed by the floods?,,,SN001129
XV001110,nqn,"Bä dene qabat yame nrate bä geym suri är ym, ynadbnan ynd yagta tande g̅énzer kp yaramawen tande rokar werst gte Potmospin.",,,"He seems like an honest man, that's why I gave him some money to buy my things there at Port Moresby.",,,SN001130
XV001111,nqn,"Yande mñte dene qabats ym, awia yame mñtes ym.",,,(Of eum meat) it tastes like cassowary.,,,SN001131
XV001112,nqn,Dene zngte bende leis yép kunzn ym?,,,How much rice to you have in your bag?,,,SN001132
XV001113,nqn,Krism denedenes är a dmab amni yétqén wabst téngémte.,,,Chris asked equal numbers of men and women for bird names.,,,SN001133
XV001114,nqn,Denemne bäte ym.,,,"(Of a pawpaw growing on a boundary, giving permission to take fruit to neighbour): that's what it is for (it belongs to both of us).",,,SN001134
XV001115,nqn,Denengama bm ygmete? Ynd nuwan aba yaletan.,,,How did you kill the deer? I drowned it in the water.,,,SN001135
XV001116,nqn,"Denengama näsgi nämtenda Dimsisit? Yao nasgi ym, kaka ym.",,,"How far is it from here to Dimsisi? It's not far, it's close.",,,SN001136
XV001117,nqn,"Denengama nasgi nämtendm? Yao nasgi ym, ämbs pans nämtenda.",,,"How far have we come (from Bimadbn)? Not far now, just one stretch of savannah.",,,SN001136
XV001118,nqn,Denes ym.,,,It's the same.,,,SN001137
XV001119,nqn,Denes yӓren.,,,"They two are the same, of the same kind.",,,SN001137
XV001120,nqn,"Ynd denes äte aba nembnan, anu umberst aqa kor.",,,I was also thinking (like you) that we should have another swim.,,,SN001137
XV001121,nqn,Ynd denes nngang̅tan tanzo mng̅t.,,,I'm going back to my house too.,,,SN001138
XV001122,nqn,"Josep, bm denes anuta bä nnm?",,,"Joseph, are you coming to bathe too?",,,SN001138
XV001123,nqn,"Ynd parwae yao ying̅ndn, wagib denes yao ying̅ndn.",,,"(Returning from an unsuccessful hunt) I didn't see any animals, neither did I see any fish.",,,SN001139
XV001124,nqn,Bm denengama yaprte? Ynd deneyame yaprtan.,,,How do you do this? I do it like this.,,,SN001140 ; SN004945
XV001125,nqn,Ymabem deneyame yaprtat.,,,They do it like this.,,,SN001140
XV001126,nqn,Aramangkräm tendewäre skopa wapesmne yam yatambnete. Ymam geym skopa déng̅ wzba erte.,,,The late Aramang is acting out the old way of smoking a bamboo pipe. He is holding the projecting pot of the pipe.,,,SN001142
XV001127,nqn,déng̅déng̅,,,plenty of water containers,,,SN001143
XV001128,nqn,"Déng̅ nnewer, bko kitong ym.",,,The déng̅ is edible; it is a big bko.,,,SN001144
XV001129,nqn,Déng̅ pitas ym bä nzne krtas.,,,The blue-tongue lizard can give you a dangerous bite.,,,SN001144
XV001130,nqn,Yndbem kakma baba yakaewm gte Deng̅dbn yergb trӓrsn.,,,We saw a hornbill at Deng̅dbn riverside.,,,SN001145 ; SN001907
XV001131,nqn,Bm denengama yaprte? Ynd deneyame yaprtan.,,,How do you do this? I do it this way.,,,SN001147
XV001132,nqn,Bm denngama? Bm anu tba knumbne?,,,What have you been up to? Have you been bathing over there?,,,SN001147
XV001133,nqn,"Satotowäm déqén benan kp yéngräbtat, deneyamis sirorowäm qéréb benan kp yéngräbtat.",,,"Common paradise kingfishers lay their eggs in black anthills, in the same way as yellow-billed kingfishers lay their eggs in tree-termite nests.",,,SN001150
XV001134,nqn,Des yao nngam!,,,Don't go away yet!,,,SN001152
XV001135,nqn,Des yao nnam!,,,Don't come yet! (I'm unprepared),,,SN001152
XV001136,nqn,"Ynd ämbygn nowantamam, ämb är des kr ynzrman, ynd äte nnang̅wem sambat krdbnan.",,,"We set off last year, but somone had died, so we returned to the village because of the death.",,,SN001153
XV001137,nqn,biskar dété,,,cassava dough,,,SN001155
XV001138,nqn,dosmne biskar dété,,,scraped cassava dough,,,SN001155 ; SN001258
XV001139,nqn,Ynane samba wén wmbaesmne dét qékiwan yaplengr.,,,"That cassava, the dough having been wrapped, is placed in a container.",,,SN001155
XV001140,nqn,Ynd te namnztaman dtimӓm wltamanga.,,,"I had already sat down, and the arrow missed me.",,,SN001156 ; SN005389
XV001141,nqn,Bä kae känämtat détimngama.,,,They shot each other with arrows.,,,SN001157
XV001142,nqn,Dga anu papn aba anu numbne?,,,Which bathing place did you swim in?,,,SN001161
XV001143,nqn,Dga är bm aba yakate?,,,Which man did you see?,,,SN001161
XV001144,nqn,Bm dga amamne mleg derte?,,,You got your wife from which mother? (i.e. from which clan),,,SN001161
XV001145,nqn,Bm dga zi mete nm?,,,Which languages do you know?,,,SN001161
XV001146,nqn,Yna kp dga keseren yngnetat?,,,Which season do they eat this fruit? In torb.,,,SN001162
XV001147,nqn,Bm dgae nngm?,,,Where are you going?,,,SN001163
XV001148,nqn,Ynd dgaema bä narendan?,,,Which way (by which path) will I go? That way.,,,SN001165
XV001149,nqn,Tagta serpap yao ym dgaema bӓ narendan.,,,I have no place to walk around.,,,SN001166
XV001150,nqn,Meta tawayang̅tang dgaemne qabat ӓr a togetoge yawakingr.,,,Try and guess from these people's faces where they are from.,,,SN001167
XV001151,nqn,Bm dgaengama nnm?,,,Where have you come back from?,,,SN001169
XV001152,nqn,Yna ӓr dgaet yngewelmӓn? Yna ӓr Mӓrt yngewelmӓn.,,,Whare are all those people going? Those people are going to Mӓr.,,,SN001170
XV001153,nqn,Bm dgaet nngm? Ynd nugta wngm.,,,Where are you going? I'm going for water.,,,SN001170
XV001154,nqn,Yna end dgaet ym? Berndande kkpat end ym.,,,Where does this road go? It's the road to Bernda's garden.,,,SN001170
XV001155,nqn,Bm dgan totr seermban aba nkmangr?,,,Where have you been sleeping?,,,SN001171
XV001156,nqn,Yna ӓme dgan ym ynd kae ynao qerengr.,,,Where's the mat I sat on yesterday?,,,SN001171 ; SN005761
XV001157,nqn,"Dgan parwae geӓ ding̅nga, gte yna parwae bӓ ygmete.",,,"When (= wherever) it finds an animal, (there) it will kill it.",,,SN001172
XV001158,nqn,Wagrem dgane yaprt?,,,Which one (which interview) will Wagra do?,,,SN001173
XV001159,nqn,"Yna togetoge dänzron néqéba nämtewend tande ziwan, tande ag yñpawend dgane ynd yta yiwin tande togat.",,,"Those boys got angry at my words, they cut down my coconut tree which I had planted for my children.",,,SN001174
XV001160,nqn,"Dgoa pitas ym kramae bä notne, a mngermnger bä notne.",,,Slender-billed cuckoo doves can call out slowly or they can call out fast.,,,SN001178
XV001161,nqn,Dgoa yanzo yétqén nätämte.,,,The slender-billed cuckoo dove calls out its own name.,,,SN001178
XV001162,nqn,"Dgoa amniwäm deneyamis ygräbtat kp spélng̅spélng̅an, kuduwäm denes.",,,"The slender-billed cuckoo-dove also lays its eggs in staghorns, so do imperial pigeons.",,,SN001178
XV001163,nqn,Dibiwäm plawaplawa trmb eymbne.,,,The dibi bird sucks the nectar out of hibiscus flowers.,,,SN001180 ; SN005743
XV001164,nqn,Äkmär a Dibläg ärbende band bu dgan ym?,,,Where is the boundary between the Äkmär and Dibläg tribes?,,,SN001181
XV001165,nqn,Dibodb Idababa yawakiaran Binzawande mng̅ sapn.,,,Dibod and Idaba are standing together in Binzawa's yard.,,,SN001182
XV001166,nqn,Dimbnm bitapa sero kmbun yrne naepatogengama.,,,Dimbn is scraping the pith of the sago with a knife.,,,SN001185
XV001167,nqn,Dimbnm naepa yérninda yérsar kunzt.,,,Dimsisi hid the knife under the grass.,,,SN001185
XV001168,nqn,Yna wén dimbol suris ym.,,,This stick is straight.,,,SN001186
XV001169,nqn,Dimsisingama ynd qnm.,,,I came here from Dimsisi.,,,SN001188
XV001170,nqn,Yergb dipa nämtenda.,,,The river has got low/dry.,,,SN001190
XV001171,nqn,End dipa ym.,,,The track is dry.,,,SN001190
XV001172,nqn,"Wiyamand, wén gbres wabst te iwibndm dipa gotan, aragaban tandma má ym, a pupui tondma má ym.",,,"Wiyamand, we've finished tallying almost all the dry-land trees, there are still some to go along the sea shore and the Fly River swamps.",,,SN001192
XV001173,nqn,Diwidiwi taprta!,,,Do it now!,,,SN001198
XV001174,nqn,mer dmab,,,good woman,,,SN001204
XV001175,nqn,dmab ba,,,with family (lit. with wife),,,SN001204
XV001176,nqn,"dmab zӓn, dmab awiya",,,"female dog, female cassowary",,,SN001205
XV001177,nqn,"Dmab, knm! Neta? Agta knm.",,,"Wife, come! Why? For coconut.",,,SN001206
XV001178,nqn,Yna ӓr dmab krares ym.,,,That man is always hungry for women.,,,SN001209 ; SN002364
XV001179,nqn,Biyaga dmabbe är ym.,,,Biyaga is a married man.,,,SN001212
XV001180,nqn,Bm dmabyär nm.,,,You are a married man.,,,SN001213
XV001181,nqn,Dede Blba nambis dmabeär dnzron.,,,Daddy Blba was a man with three wives.,,,SN001213
XV001182,nqn,"Dmbom band kunzn kmangrer ym, kipole bi krkp bu kunzn kmangrer ym, mrmb wén benan kmangrer ym. Gbres yna bambyamae rokar geyngm mrmb mrn yngm.",,,"The dmbom grub lives in the ground, the kipole lives in rotten sago trunks, the mrmb lives in tree holes. All these different creatures are members of the grub family.",,,SN001215
XV001183,nqn,Tande tnda pus dmbrdmbr ba ym.,,,One of my fingers is numb.,,,SN001217
XV001184,nqn,Ynd dmbrdmbräm wramte.,,,I'm shivering.,,,SN001218
XV001185,nqn,"zi mete dner är, sañdner är",,,"witness, prophet",,,SN001220
XV001186,nqn,"Totr yna kr yam gs ym yao mä dngama är yngzang̅te. Mäpna ym, nädbnan yzang̅te, prende yao dene dnzron.",,,"Nowadays people are just dying early (i.e. part way through their lives), it's not clear why they are dying, it didn't used to be like this.",,,SN001222
XV001187,nqn,Ynd Dngeyan gantawn.,,,I grew up at Dnge.,,,SN001224
XV001188,nqn,"Yergb yawateraran ämb Dnge Yergb, ämb geym Dnge Yergb, ämb geym Yoa Gärng̅s Pap yergb ym.",,,Two creeks form a fork at Dnge Yergb.,,,SN001225
XV001189,nqn,Pasapasa kiym ungri dnӓr ym.,,,Crocodile monitor lizards are long creatures.,,,SN001229
XV001190,nqn,Dowan / Ker dowan ä gnerenga?,,,Will she hold your erection?,,,SN001232
XV001191,nqn,"Togetogeyäm kr dosmasma tndngama ertat, ymabem äte aba ygmetat.",,,"The children are holding the dead mangrove goanna in their hands, they are the ones who killed it.",,,SN001233
XV001192,nqn,"Doande mleg toge ykmngr, srng̅ kunzn.",,,Doa's daughter is sleeping there inside the yamhouse.,,,SN001234 ; SN002662
XV001193,nqn,Togetoge Dobayadobaya nandopre!,,,"Children, eat the way Dobayadobaya does! (i.e. tuck in) (Dobayadobaya, now deceased, was a man famed for his appetite)",,,SN001240
XV001194,nqn,"Gtet ymasawen Dimsisi, Dimsisi gtet ymasawen, doko ge wnzrman.",,,"I got married to her in Dimsisi, when I got retrenched.",,,SN001243
XV001195,nqn,Nmäm ydomanda?,,,What crushed him?,,,SN001246
XV001196,nqn,Tdoma!,,,Press it! (button on recording device),,,SN001247
XV001197,nqn,Ynd bi ydomtan.,,,I'm straining the sago (making it fine by passing it through a strainer).,,,SN001248
XV001198,nqn,Ynd srsrngama ydomandn.,,,[Check meaning],,,SN001248
XV001199,nqn,Giramam tikotiko wén wngri yaramte Goeta apa zég̅ domst.,,,Girama is passing up a long pole to Goe to use to hold down the roofing bark.,,,SN001250
XV001200,nqn,Máe ärbem kiemb ydomtat bandan.,,,They're pressing the pig down on the ground with their feet.,,,SN001250
XV001201,nqn,Kae tande dopae wén tqn näpinda amni wasaosn.,,,Yesterday my arrow got stuck up in the tree when I tried shooting a bird.,,,SN001256
XV001202,nqn,Ynd biskar ystan.,,,I am scraping the cassava (ready for roasting in the oven).,,,SN001258
XV001203,nqn,Ynd ystan spunngama.,,,I am scraping it with a spoon.,,,SN001258
XV001204,nqn,Ynd ag maduan dosmne ym.,,,That coconut has been scraped into a coconut scraper.,,,SN001258
XV001205,nqn,Gerida a Magdalin ymabem nne qnembqnemb yngst / dost yngapapand.,,,Gerida and Magdalene are scraping the burnt yam crusts / are about to scrape the burnt yam crusts.,,,SN001258
XV001206,nqn,"Hos walӓm geӓ dñӓmga, walӓm yande ker dowakoӓm bӓ dñӓmga.",,,"When a horse feels sexy, it gets an erection.",,,SN001259 ; SN004850 ; SN005421
XV001207,nqn,dr kend,,,bark from the dr tree,,,SN001262
XV001208,nqn,dr wén,,,dr tree,,,SN001262
XV001209,nqn,dr wao,,,[check meaning],,,SN001262
XV001210,nqn,Ymam yébtr ydrernda.,,,He tore the handles from the bag.,,,SN001266
XV001211,nqn,Selemi ynd nndkpamas yédrerndn.,,,I tore the laplap in half.,,,SN001266 ; SN005095
XV001212,nqn,Yndbem ydreram.,,,We (two) tore it.,,,SN001266
XV001213,nqn,Ydrnan.,,,I'm tearing it.,,,SN001266
XV001214,nqn,Bm selemi tdrer!,,,You tear it!,,,SN001266
XV001215,nqn,Ynd selemi drärsmne ym.,,,I have torn my clothes.,,,SN001266
XV001216,nqn,drgane qabat är,,,fair-skinned Papuan,,,SN001267
XV001217,nqn,Drondro amni ym.,,,The drondro is a bird.,,,SN001272
XV001218,nqn,Amto Anarindi totr mng̅ tqn yakingr. Yande yétqén bӓ ym Drondro mng̅ rӓmsӓr ӓr.,,,"Amto is sitting up in Anari's new house. His name is drondro, and he's a builder.",,,SN001273 ; SN004616
XV001219,nqn,"Pangore a mlegmleg, ymabem ag yédngama samba wén yngdronat.",,,Pangore and the girls are squeezing out the coconut juice onto the cassava.,,,SN001274
XV001220,nqn,Qter a drpn ämbs mrnmne yären.,,,Flying foxes and bats are one family.,,,SN001275
XV001221,nqn,Drpn pip geym qébti ganeba ym.,,,Beccari's mastiff bat has dark skin.,,,SN001276
XV001222,nqn,Drpn pip geym qébti ganeba ym.,,,Beccari's mastiff has dark skin.,,,SN001277
XV001223,nqn,"Drrok dangiri qébti geb ba ym, skop kiekte mao ba ym.",,,"The rufous-bellied kingfisher has dark feathers, and white marks near its eyes.",,,SN001278
XV001224,nqn,"Ds sombes qabat yären, ämbs mao ba ym, a ämb psrgane qabat ym.",,,"There are two types of ds, one has a mark, and one is brown.",,,SN001280
XV001225,nqn,"OK, Nen zingama dene ym dene, bm bi geä ti, geä dbarnga bä kowabta, ynane bi, bä du ynane ym, yna dumni dumni ym, yna zi got ä dramte, ya dua, ya dua, bä du yakingr.",,,"OK, in Nen language it's like this, it you plant sago, when it sprouts you will say, this sago, it has been there for a long time, it's always been there, that word means, ya dua, ya dua, it has stood there forever.",,,SN001282
XV001226,nqn,Ämb du gs yñpanda.,,,He cut one chunk (out of the sakr palm).,,,SN001283
XV001227,nqn,"Bä gnang̅te Duminzangama, ge nnzron wriba dnzron.",,,"He came back from Duminza, when he was drunk.",,,SN001296
XV001228,nqn,"Duminzan Girama yrniwi yndbem yta yrnzamam, ynd nngowanwem Yblämndt, ynd, Kmngo, yarbe, Girama yarbe Kmngo, Yawae ämb yétqén.",,,"At Duminza he hid Girama. We tried in vain to look for her, we left for Yblämnd, me, Kmngo, her father, Girama's father Kmngo, Yawa is another name (of his).",,,SN001296
XV001229,nqn,Duktata imzaran dumni.,,,Our people have lived here forever.,,,SN001297
XV001230,nqn,dumni God,,,eternal God,,,SN001298
XV001231,nqn,Yna wéti dbn geym nӓprte.,,,"That sago stump is the same all the time, it is stunted.",,,SN001299 ; SN005290
XV001232,nqn,God geym bӓ dumnidumni denes bӓ te ym.,,,"God is unchanging, always the same.",,,SN001299
XV001233,nqn,Bä dumnidumni skul nosnte skulat.,,,He frequently visits the school.,,,SN001300
XV001234,nqn,Bä dumnidumni skul wiyabser är ym.,,,He's a frequent visitor to the school.,,,SN001301 ; SN005373
XV001235,nqn,Ymam wmtenda nne dusét.,,,He told me to cook the food.,,,SN001304
XV001236,nqn,Q: Bm nen yaprte? A. Ynd nne dusn wm.,,,What are you doing? I'm cooking it.,,,SN001304
XV001237,nqn,Yna nӓnzi geym dust ym.,,,This banana is for cooking.,,,SN001304
XV001238,nqn,Nikm yna dosmasma dusmne pip ynete yanzo mng̅ kunzén.,,,Nick is eating roast mangrove goanna meat inside his house.,,,SN001307
XV001239,nqn,Kelma duwärkmae!,,,Pull hard! (to someone pulling a rope),,,SN001310
XV001240,nqn,Duya kp wimb ym.,,,"It is a smell of duya (by JN, in response to Majid stimulus #13 [peach]).",,,SN001312
XV001241,nqn,Toge e nopapnda.,,,The child started to cry.,,,SN001313
XV001242,nqn,Ynd e nendan.,,,I'm crying.,,,SN001313
XV001243,nqn,Toge e nende.,,,The baby is crying.,,,SN001313 ; SN001399
XV001244,nqn,"'Yao, dede siba te wgmenda!', bä yna e gende mng̅ kunzn.",,,"'No, Daddy, you have hit me and made blood flow!', that's how he was crying inside the house.",,,SN001315
XV001245,nqn,Ekrars toge ym.,,,That child is a crybaby.,,,SN001316
XV001246,nqn,Bm ebe nm yuwan?,,,Who are you down below?,,,SN001318 ; SN005816
XV001247,nqn,Bende yétqén ebe ym? Tande yétqén be ym Zon.,,,What's your name? My name is John.,,,SN001318
XV001248,nqn,Bm ebe yӓrӓn? Ynd ynrén.,,,Who are you two? It's us two.,,,SN001318
XV001249,nqn,Ebe är tängm Zerit?,,,Which man went to Zeri?,,,SN001319
XV001250,nqn,Ebe zäns tängm Zerit?,,,Which dogs went to Zeri?,,,SN001319
XV001251,nqn,"Ebe kr bä ym prende, bm o ag?",,,"Which will die first, you or the coconut (which you planted)?",,,SN001319
XV001252,nqn,"Bm te dakate yna aosa bolo, ebe kr ynzrman krismis kakawan? Yao, ynd yao pip dakatawn yna aosa bolo.",,,"Did you ever meet that old lady who died last Christmas? No, I never met her.",,,SN001320 ; SN005601
XV001253,nqn,Ebig yakingr usésbas ybenzo kitara mng̅ kunzn.,,,Ebig is smiling happily inside her house.,,,SN001321
XV001254,nqn,Zi gabres yna bӓte nebnda.,,,All the words are at an end (said at the end of a session).,,,SN001322
XV001255,nqn,"Ämb yao ym, bӓte nebnda.",,,"There aren't any more names left, they're finished.",,,SN001322
XV001256,nqn,Yna zi kakekakeyӓbem yna tés tabende dedab déntéltawt dene: toge kergebba btkamgebba snba geä giparnga gte mete bӓ kӓmténg dene band kitong ebsét nopamda.,,,"Our grandparents told this story to our fathers: if a child was born with a beard, with penis hair and with teeth, this will be your sign, and this will be the end of the world.",,,SN001322
XV001257,nqn,Yna ogyabs ebsmne ym.,,,This work is done/finished (inspecting it).,,,SN001322
XV001258,nqn,Bm sombes är sama ogyabsn bä keband? Ẽ ynd powa ogyabsn bä gebam.,,,"When will you two finish work? Yes, the two of us will finish later.",,,SN001322
XV001259,nqn,Bm totr ogyabsn bä keb!,,,You wll finish the job today! (command),,,SN001322
XV001260,nqn,Bnz ӓkrӓrse nebnda.,,,The fire has burned out.,,,SN001323
XV001261,nqn,Ynane Nikende mng̅ ym. Rämsei te nebnda.,,,That is Nick's house. It's finished being built.,,,SN001323
XV001262,nqn,"Ynd yagta yta aba nawasendan tektekks, edene bä yao nniparnda.",,,"I waited for my friend a long time, but he didn't turn up.",,,SN001324
XV001263,nqn,Gane kednäm!,,,Skin yourself (your foreskin)!,,,SN001329
XV001264,nqn,Nedrärnda.,,,It tore.,,,SN001330
XV001265,nqn,W. nӓ ke nédrӓrnda.,,,W. just farted.,,,SN001330 ; SN002849
XV001266,nqn,Suris egärsn kungitang!,,,Stand in line!,,,SN001333
XV001267,nqn,Bisi negbenda / negbewe.,,,The nail came out (recently / long ago).,,,SN001334
XV001268,nqn,Zän negband.,,,The dogs have come apart (of two 'stuck' dogs detaching themselves after mating).,,,SN001335
XV001269,nqn,Zän bm sombes kngegband!,,,"Hey you two dogs, stop copulating (issuing command from a long way away)!",,,SN001335
XV001270,nqn,"Prende dene dnzron, sémbér geä gotne, är dagan geä dégérngron, sémbér ke ä gerete, de mete är bä gämtenganz de meta är kr bä tm. Yna dbnan, yna sémbér geym sañ zi dnzron.",,,"In the olden days. if the conch shell sounded, people who might be away somewhere, they would hear the sound of the conch, then at that time those people who were in the bush away from the village would understand that someone was dead.",,,SN001336
XV001271,nqn,Egmnängsere kanga ym.,,,It's a bouncy bridge.,,,SN001337
XV001272,nqn,Ynd negmnendan.,,,I'm shaking.,,,SN001338
XV001273,nqn,Ynd gerngeran negmnendan.,,,I'm shivering and shaking at the same time.,,,SN001338 ; SN001666
XV001274,nqn,Sibibi amni mazayan negmnende.,,,Sandpipers bob up and down on the coastal mudflats.,,,SN001339
XV001275,nqn,"Ynd kkpat geä wngm, ynd gte egrst nopapndn.",,,"If I go to the garden, I'm planning to stay there.",,,SN001340
XV001276,nqn,"Ynd togetoge kkpat geä yängmenzan, bä gte bä gnegrng, ynds bä nnang̅tan.",,,"If I want to take the children to the garden, they will stay there; only I will return.",,,SN001340
XV001277,nqn,"Bä gtet Aropet ge tängm, meta egrsn yämn.",,,"When these people went to Arufi, maybe they're staying there (away).",,,SN001340
XV001278,nqn,"Bä kkpat totr aba yngm, gta bä negrnda kkpan.",,,"He just went today to the garden, and has stayed back in the garden.",,,SN001340
XV001279,nqn,Yälei!,,,Hey Yäl!,,,
XV001280,nqn,Näkäm kelän!,,,Wipe your arse!,,,SN001342
XV001281,nqn,pus elänst nu,,,water for rinsing your hands,,,SN001342 ; SN003560
XV001282,nqn,Momae kelän!,,,Wipe your nose / mucus!,,,SN001342
XV001283,nqn,Bm kelaota!,,,Keep going in!,,,SN001343
XV001284,nqn,Ymam ynd wmtenda kunzét elaost.,,,He told me to go inside.,,,SN001343
XV001285,nqn,Ynd kae nnelawandn.,,,I came inside yesterday.,,,SN001343
XV001286,nqn,Nu nelawanda mng̅ kunzt.,,,Water got inside the house.,,,SN001343
XV001287,nqn,Sombes kamya nelawand mng̅ kunzt.,,,Two papayas got inside / appeared inside the house.,,,SN001343
XV001288,nqn,Ynd nnelaotan.,,,I'm coming inside.,,,SN001343
XV001289,nqn,Bm knelawa!,,,Come inside! (To someone who hasn't started yet).,,,SN001343
XV001290,nqn,Bm mng̅ kunzt ӓ kngelawa.,,,You will go into the house.,,,SN001343
XV001291,nqn,Ynd mng̅ kunzt gelawangn.,,,I will go inside the house (I'm hiding myself away).,,,SN001343
XV001292,nqn,Ynd kunzt gngelawangn kmangret.,,,I'll go inside to sleep.,,,SN001343 ; SN002239 ; SN002410
